44.0,0.8727992957746479,1.4609184,0.677517361111111,2.0150824
45.0,0.8949677230046947,1.408301,0.6820746527777777,1.9677072
46.0,0.8998092723004695,1.3823282,0.6909481095679012,1.9734579
47.0,0.9092723004694836,1.3597045,0.7091772762345679,1.9486252
48.0,0.9108714788732394,1.3361056,0.6939380787037037,1.955678
48.0,0.9304577464788732,1.3015215,0.6924913194444443,1.9532889
49.0,0.9299589201877935,1.2993191,0.6946855709876543,1.9182488
50.0,0.9357394366197183,1.2862971,0.7039689429012346,1.9349769
51.0,0.9372799295774648,1.2739142,0.7150366512345679,1.9146323
52.0,0.9414612676056338,1.259372,0.6991464120370371,1.9303478
52.0,0.9526848591549296,1.2333941,0.7018470293209876,1.9229246
53.0,0.9537265258215963,1.232477,0.7085985725308642,1.8993883
54.0,0.9575264084507042,1.2221336,0.7172309027777777,1.9128002
55.0,0.9553257042253521,1.2134492,0.7195939429012346,1.898477
56.0,0.961487676056338,1.2041444,0.7063078703703703,1.9070892
56.0,0.9672095070422535,1.1817094,0.7057532793209876,1.9131384
57.0,0.9651701877934273,1.182149,0.7164110725308642,1.8792073
58.0,0.971830985915493,1.1735736,0.7213782793209876,1.9013532
59.0,0.969850352112676,1.1672794,0.7154465663580246,1.8876643
60.0,0.9744718309859155,1.1615236,0.7115162037037037,1.896484
60.0,0.9788732394366197,1.1416024,0.7096595293209876,1.8970743
61.0,0.9762323943661971,1.1423298,0.7203173225308642,1.8729638
62.0,0.9815140845070423,1.1359247,0.7239824459876543,1.895212
63.0,0.9784330985915493,1.1313494,0.714795524691358,1.8824364
64.0,0.983274647887324,1.1281711,0.7176167052469135,1.8896848
64.0,0.9859154929577465,1.1110181,0.7116126543209876,1.894729
65.0,0.9839348591549296,1.1112777,0.7238136574074074,1.8646708
66.0,0.9876760563380281,1.1045268,0.720486111111111,1.8866376
67.0,0.9870158450704225,1.10093,0.7193528163580246,1.8765192
68.0,0.9883362676056338,1.0998105,0.7189187885802468,1.8853254
68.0,0.9900968309859155,1.08423,0.7133246527777777,1.8874192
69.0,0.9900968309859155,1.0842425,0.7216194058641975,1.8590498
70.0,0.9894366197183099,1.0795503,0.7252845293209876,1.8875122
71.0,0.9905369718309859,1.0769017,0.7228491512345679,1.8729405
72.0,0.991637323943662,1.0779518,0.7202208719135802,1.8898679
72.0,0.9933978873239436,1.0629745,0.7124324845679012,1.8867617
73.0,0.9922975352112676,1.0631094,0.7144579475308642,1.8615457
74.0,0.9920774647887324,1.0589452,0.7287808641975309,1.881611
75.0,0.9929577464788732,1.056958,0.7254533179012346,1.873354
76.0,0.9936179577464789,1.0583602,0.7215229552469135,1.8827873
76.0,0.9947183098591549,1.0446229,0.7202449845679012,1.8822404
77.0,0.9951584507042254,1.0458084,0.7125048225308642,1.863884
78.0,0.9942781690140845,1.0417334,0.7307339891975309,1.8797712
79.0,0.995818661971831,1.0401441,0.7235001929012346,1.8698263
80.0,0.995818661971831,1.042203,0.7195698302469135,1.8855591
80.0,0.9964788732394366,1.0297294,0.716579861111111,1.8880166
81.0,0.9966989436619719,1.0313424,0.7133246527777777,1.8628098
82.0,0.9960387323943662,1.0280105,0.7320360725308642,1.8765497
83.0,0.9966989436619719,1.0262557,0.7274064429012346,1.8717108
84.0,0.9964788732394366,1.0289326,0.7193287037037037,1.8869457
84.0,0.9975792253521126,1.0173229,0.720486111111111,1.8834629
85.0,0.9977992957746479,1.0185481,0.7216194058641975,1.8611053
84.0,0.9982394366197183,1.0108843,0.720486111111111,1.8868545
