train_acc,train_loss,val_acc,val_loss
0.005501760563380281,5.393935,0.0032552083333333335,5.338222
0.00528169014084507,5.3167796,0.001953125,5.3259816
0.005721830985915493,5.301959,0.0032552083333333335,5.3232822
0.005941901408450704,5.294808,0.0013020833333333333,5.324602
0.007262323943661972,5.28905,0.0032552083333333335,5.316474
0.0077024647887323945,5.280289,0.005208333333333333,5.3091145
0.011003521126760563,5.262871,0.005859375,5.294869
0.011663732394366197,5.2444577,0.007161458333333333,5.282268
0.015404929577464789,5.2197113,0.01326195987654321,5.2612805
0.018485915492957746,5.1791897,0.012369791666666666,5.229935
0.03108861502347418,5.1018524,0.026282793209876542,5.1199927
0.04721244131455399,4.932797,0.044270833333333336,4.92974
0.07020246478873239,4.696051,0.05321662808641975,4.712883
0.10470950704225353,4.4621444,0.07641300154320987,4.5279546
0.13936326291079812,4.23969,0.10715663580246915,4.3273335
0.1804724178403756,4.0270905,0.1392264660493827,4.168609
0.2317634976525822,3.8080075,0.16804108796296294,3.9948504
0.2747212441314554,3.6255815,0.2041618441358025,3.8229246
0.31075410798122066,3.4575872,0.21604938271604937,3.7236507
0.3492664319248826,3.3178852,0.24785397376543208,3.5937185
0.3856514084507042,3.183039,0.27348572530864196,3.513806
0.4189994131455399,3.0453842,0.2918113425925926,3.418162
0.4492957746478873,2.9413733,0.3259789737654321,3.3031375
0.4827024647887324,2.8373098,0.3254967206790123,3.265289
0.49838615023474175,2.754529,0.3453414351851852,3.1855648
0.5248532863849765,2.6586108,0.3664158950617284,3.138359
0.5604019953051643,2.565375,0.36562017746913583,3.0730839
0.5757335680751173,2.4979281,0.400270061728395,2.9784653
0.5975352112676056,2.422679,0.39865451388888884,2.9648888
0.6060592723004695,2.3727512,0.4106867283950617,2.91817
0.6486502347417841,2.2423663,0.4717881944444444,2.7126102
0.6845803990610329,2.146623,0.48572530864197533,2.661832
0.7019512910798121,2.0811977,0.5142746913580246,2.5751703
0.7159917840375587,2.013549,0.5207127700617283,2.5425518
0.7268779342723005,1.9780705,0.525173611111111,2.5161965
0.7534037558685446,1.9023983,0.5423418209876544,2.4600713
0.7750880281690141,1.8549901,0.5484664351851852,2.4383051
0.7866930751173709,1.8113416,0.5711564429012346,2.3650353
0.792693661971831,1.7664479,0.5753038194444444,2.3521965
0.7951584507042253,1.749946,0.5768470293209876,2.336735
0.8216842723004695,1.6892322,0.5807532793209876,2.3072035
0.828125,1.6584657,0.5884211033950617,2.2940955
0.842649647887324,1.6239587,0.6165605709876544,2.2211666
0.8527728873239436,1.5917956,0.6061439043209876,2.2289972
0.8445129107981221,1.5890008,0.6067949459876544,2.2224977
0.862837441314554,1.5398532,0.615258487654321,2.200944
0.799618544600939,1.7301116,0.5418595679012346,2.4474735
0.804137323943662,1.6817274,0.5528549382716049,2.4263844
0.8148620892018779,1.6489872,0.554470486111111,2.3512123
0.8301056338028169,1.6235151,0.564404899691358,2.3762467
0.828169014084507,1.6242192,0.546899112654321,2.378142
0.8598151408450704,1.5570834,0.5581356095679012,2.3722827
0.8516725352112676,1.5434201,0.5704330632716049,2.361552
0.8668573943661971,1.5195193,0.580102237654321,2.291
0.8734595070422535,1.5037706,0.5796199845679012,2.3303626
0.8664612676056338,1.5121667,0.5562548225308642,2.32808
